Tweets;Status
turkcell 507 122 78 30 numaralý telefonumu bilgim ve imzam dýþýnda, sahte evraklarla turkcell'e taþýdýnýz. savcýlýða baþvuracaðým!!!;2
turkcell lan 10 yýldýr turkcelliz bize 1 mb bile vermediniz, ayýp.;2
4 gb internet 6 gunde nasil biter bana hesap ver. biz bunu eskiden 1 ay evdeki pc de kullanirdik el insaf turkcell;2
turkcell eski abonelere birþey yok yada baþka kampanya falan hepsi pahali memur hattý sanki;2
turkcellhizmet nereye nasýl yapacaðým dalga mi geçiyorsun turkcell;2
internet paketlerin neden bu kadar pahalý lan ? diðer operatörlerden daha azmý kazanýyorsunuz anlamýyoruz ki ? turkcellhizmet turkcell;2
turkcell dolandiricilar sakin gecmeyin;2
allah belanýzý versin, beynim yandý. turkcell;2
yanlýþ gsm yüklemesi yaptým. email attým ama hala geri dönüþ yok! turkcell;2
sizi tercih ettiðim güne ikici kez lanet ettim turkcell;2
"turkcell gitme kal tarifesi çýkarýn bence; gelene 4 gb verince. gidip gelmek mi lazým";2
turkcell yau turkcell 3g reklami yapiyorsun ama ocak 15'te 4g sozun vardi. canlar caliyor dikkat et...;2
turkcell 3g bile net çekmiyor bir de atýp tutmuyorlar mý 4g olacak süper hiper hýzlý, siz 3g hizmeti verinde 4g eksik kalsýn;2
turkcell wifi sapýttý;2
fatura mý ödedim yoksa turkcell'den hisse mi aldým anlamadým.;2
turkcell in sýnýrsýz internet verip hýzýný sýfýra duþürdüðü uygulamayý lânetle kýnýyorum turkcellhizmet müþterileri madur eden turkcel;2
sevgili turkcellhizmet turkcell imessage ve whatsapp bu kadar yayilmisken 1000sms lik paketle neyi amaçlýyorsun merak ediyorum;2
turkcell þu an hereke deyim,size bir tweet atmak minimum 60 sn;2
turkcell millete kampanya sunacaðýna önce gönderdiðin faturalara bak. ulan 370 lira faturamý olur lan hiç mi allahtan korkmadýnýz vicdansýz;2
turkcell hani heryerden çekiyordun...;2
ttnetdestek internet kesiliyor sürekli. arýza için aradým kaydý sistemde güncelleme var diye açýlamadý. ttnetas iyi ki varsýn turkcell;2
90 lira fatura ödedim ya lanet olsun turkcell;2
internet daha yavaþ olsun ama tamam mý turkcell;2
bugün de tarabyadayim ve 3g yine yok :) turkcell hala tüm türkiye'yi kapsýyor ama hala sehrin göbeginde yok!;2
çekmeyen turkcell mi olur lan yapamamislar bunu;2
5-11 yaþ grubu ejderhalý bir oyun oynuyorum, onu bile telefonumdan açamýyorum çünkü internet yavaþ be turkcell...;2
efenim kýbrýs'ta turkcell kullanýyoruz paket aþýmýnda az az deðil çok çok kitliyorsunuz yaptýðýnýz terbiyesizlik ona göre! turkcell;2
turkcellhizmet maalesef ne turkcell uygulamayý kullanabiliyorum ne de yönlendirdiðiniz siteye girebiliyorum.internetim var ama giremiyorum;2
turkcell geceleri bu saatlerde çalýþma mý yapýyorsunuz internet hýzý çok kötü ve m.hizmetlerine baðlanamiyorum numaramý kabul etmiyor!;2
daðlarda denizlerde çeken turkcell neden istanbulum göbeðinde odamda çekmiyor?!;2
nasýl bitti, ne demek bitmiþtir? allahýnýz yok mu ulan? :( turkcell;2
turkcell istanbul un göbeðinde internetin çekmemesi evin içinde telefonun çekmemesi varken %99 kapsama alaný yalanina son verin ayýp.;2
yeni müþterilerine uygun fiyatta paketler verip,eski müþterilerini kazýklayan operatöre turkcell denir.;2
bu turkcell hani her yerde çekiyordu bilader;2
internet paketim yaklaþýk 5 saattir kapalý wifiyle baðlýyým ama 15 dk önce internet paketm bitmiþ turkcell boþuna msj atma kazýkla geç;2
turkcell senden nefret ediyorum;2
sakaryanin gozunu seveyim ya istanbul demissiniz ama turkcell net bile cekmiyo;2
þu lanet olasý turkcel gece gece nasýlda sinirlerimi zýplatýyr insanlrý nasýlda aptal yerine koyuyrsunuz kelime oyunu yap kazýkla turkcell;2
turkcell hayatým boyunca boyle berbat býr operator görmedým. hattýmý ýptal edýn dýyorum etmýyorlar edýnnnnnnnnnnn;2
bimcell internetinin turkcell den hýzlý olduðu gerçeði;2
youtube daki turkcell reklamalarý baymaya baþladý yeter!!!!!!!!!!!!!!!!!!!!;2
bu turkcell bir sürü reklam yapýyo internet süper, yok amerikayý gectik falan... ben yanlýþ turkcelle geldim heralde;2
turkcell aboneliðini iptal ettirecek yok mu benden baþka?;2
turkcell turkcellhizmet her ay hat açma bahanesiyle 3tl milletten almak nedir? hangi sözleþmede yazýyor illa dava açýp medyayamý verelim;2
hakaret etmekten yoruldum artýk size turkcell;2
turkcellhizmet telefonla arayýp kredi kartý ile yükleme yaparken ondan bile para isteyen paragöz turkcell rezillsiniz;2
""" vodafone ýn, turkcell out!..yamyam þebekeden kurtuldum..""";2
turkcell reklamý çok saçma bizim kadar güzel çiðköfte yapabilirsiniz ama bizim internetimiz gibi falan filan;2
hayat paylaþýnca güzel sloganý olan turkcell'in kym'nin sms hattýný ýsrarla aktif etmemesi ne yaman bir çeliþkidir böyle? turkcell;2
turkcell þu reklamlarýna verdiðin önem kadar keþke gerçektede internet kapsama alanýn iyi olsaydý kullanmasam inanýcam iðrenç;2
bu kadar yavaþ internet için çok uðraþýyomusunuz bir an önce turkcell den kurtulcam internetinizin kalitesizliði yüzünden turkcellhizmet;2
turkcell 'in bu sacmaligi da nedir boyle turkiye 3g'sini, ingiletere 4g'siyle kiyaslamislar bir de ondeyiz diyorlar. bu neyin kafasi!;2
son reklamý yüzünden hem çiðköfteden hem de turkcell den soðudum;2
milletin 4g siyle kendinin 3g sini karþýlaþtýran turkcell kafasý;2
turkcell hani siz en hizliydiniz 2 ay oldu týrtcele geceli daha bir vidyonun 20. saniyesini goremedim, reklamlariniz yalan dolan.;2
turkcell výnnn en büyük piþmanlýðýmdýr...;2
turkiye internetiyle almanyanin ve ingilterenin önünde. nerde boþ iþ orada 1.cilil bizde turkcell;2
bestebaskurt turkcell den hiç memnun deðilim;2
geçen ay 290.. aralýk ayý 250 !!! hayýrdýr milletin faturayý da bana mý kesiyorsunuz acaba ! turkcell;2
ya delirtti turkcell bi de platinum diye onca para alýyosunuz hizmet sýfýr y;2
her ay 200 tlyi geçik fatura çýkarmayý biliyosunuz ama þu an iþim acil ve nasýl hizmet veremiyosunuz turkcell;2
son 8 yýllýk mobil operatör tercih sýralamam avea > vodafone > turkcell sim kartýmý þimdi takýyorum umarým turkcell ile bir sorun yaþamam.;2
turkcell hala fatura detayýmý göremiyorum hergece iyileþtirme çalýsmasý yapýlmaz ve bulunduðum yerde internet cooookkk yavaþ;2
benim 59tlye aldýðým paketin aynýsýný yeni gelen insana 39tlye veriyorsunuz ve sonra müþteri memnuniyeti diye hikaye okuyorsunuz. turkcell;2
turkcell sistemsel bir problem olduðu söylendi.sizin gibi bir þirket bu problemi nasýl çözemez ? amerika'nýn önündeyiz dimi ?;2
yaklaþýk 1 haftadýr lüleburgaz bölgesindeki bütün turkcell saat 23:30-01:30 arasý çekmiyor.müþteri hizmetlerini aradýðýmda , turkcell;2
tam uykuya dalmýþken gecenin bu vaktinde bana msj atýp uyandýrdýðýnýz için teþekkür ederim turkcell;2
ilk fýrsatta ayrýlmazsam namerdim turkcell;2
aylýk o kadar fatura ödüyorum ama internette 1 sayfayý 5 dakikada açýyorum. nefret ediyorum senden turkcell!;2
allah digiturk, ttnet ve turkcell'den birinin eline düþürmesin. en bela 3 kombo.;2
son haftalarýn en büyük fail'i turkcell'in push notificationu galiba.;2
olum avea yavas deðil turkcell soyguncu :pp;2
turkcell in kazýklama gücü, çekim gücünden daha yüksek.;2
turkcell kadar iðrenç bir operatör görmedim 2 saattir výnndan internet'e baðlanmýyor. bir daha sizi tercih edersem iki olsun!!!!;2
turkcell reklamý adama cinnet mi gecirtmeye niyetlisin;2
suan hergun full ceken evimde telefonum cekmiyo yil oldu 2015 malesef çað teknoloji çaðý hani sizin cekim gucu turkcell turkcellhizmet;2
turkcell ve samsung sinirlerimi zorluyor vodafone ve apple denemeye karar verdim.;2
turkcell türkceli býrakmamýn en büyük sebebi bu fatura hiç gelmicek hiçbir zaman dedikleri gelmez;2
turkcell allah sizin belanýzý versin inþallah batarsýnýz;2
bu saatte hat kapatýlýr mý ya abv turkcell;2
turkcell hatlarýmýz arama yapmýyor kurumsal ekranlara giremiyoruz!!!;2
turkcell4g pahalýsýn turkcell bey;2
3g çekmeyen yerde turkcell4g nasil çekecek turkcell turkcellhizmet? yalan reklam yapmayýn;2
turkcell 3 g yi veremediniz. 4 g gelse ne olur.   tarifeler çok pahalý. bi çok arkadaþým diðer operatörlere geçiþ yaptý ben de meyilliyim.;2
turkcell 2g3g ne yaptýnýzda birde 4g den bahsediyorsunuz kendinizle gurur duyun ancak reklam yaparsýnýz.;2
kanser! turkcell turkcellhizmet;2
aga sen 4g'ye falan geçme, 1g'ye dön bence, yaptýðýn þov! turkcell turkcellhizmet;2
turkcell býrakýn 4g yi de 3g çeksin önce baþkent de internet çekmiyor nasýl iþ se artýk koskoca türkcel olacaksýnýz bide;2
para kazanmak uðruna çocuklarý zehirlemek? harikasýn turkcell gnctrkcll (!);2
turkcell yaptýlar gerekli incelemeyi!! ýstanbulun göbeðinde sorun var eðer sizin yeriniz varsa kiralayalým diye aptalca bir cevap verdiler;2
turkcell müþteri hizmetlerine baðlanana kadar türkiye ab'ye girecek diye çok korktum!!!!;2
turkcell sýkýntý var su an itibariyle;2
sabah 6.45 itibariyle senden kurtuluyorum turkcell. kendine kazýklayacak baþka insanlar bul.;2
turkcell yine benim sabrýmýn sýnýrýný zorluyor.;2
turkcell internetin cok yavas..;2
"turkcell'in son reklam filmi; yapmacýk ve çok itici turkcell";2
avea kullanýyorum ve çok mutluyum! turkcell'in kazýðý afiyet olsun size aveakullanmýyoruz;2
turkcell caný sýkýlýnca bana 100 mb satýyor her seferinde býktým;2
tcellplatinum turkcell yine mobil uygulamaniz patladi. tebrik ederim sizi bu kadar pahali olup bu kadar beceriksiz olabiliyorsunuz;2
bu turkcell artýk siniri mi bozmaya basladý!! turkcel müzik nasýl hata verebilir ?;2
bu saat oldu turkcell için hala servis yok !!!! ne ileri teknoloji ama !;2
turkcell'den beklemezdim! hem ben türkiye'nin en iyi operatörüyüm de hem de elekrik kesintisinde bütün þebeken çöksün vay be;2
zaten çanakkale'nin göbeðinde evde telefon zar zor çekiyodu, þimdi hiç çekmiyo, teþekkürler turkcell;2
turkcell kusura bakmayin ama elektrik gitti sebeke güm oldu. diger oparatorlerde niye bole sikinti yokdu ?;2
sen 4 g ye gecme sag salim çekte baþka biþey istemez turkcell;2
siteniz çalýþmýyor umarým farkýndasýnýzdýr turkcell;2
turkcell beþ yýldýr benden aldýðý tl ler ile holding kurdu mu merakediyorum;2
turkcell turkcellhizmet globalbilgi sizin kadar kötü bir öperator yok milleti kandýrmaktan baþka hiç bir þey yapmýyosunuz;2
reklamlarýnýz ciddi bir sekilde itici bulan bir tek ben miyim? eðer bensem sorhn bende deðilsem sorun? turkcell;2
bugün turkcell,denizbank ve iett hakkýnda þikayette bulundum..umarým söylediklerim dikkate alýnýr..bugün çok agrasif birgün yaþadým. !;2
turkcell superonline gecenin bu saatinde aranýrmý insan;2
turkcell bu ara kanserin yan anlamý;2
bu turkcell'in hizmeti berbat. reklamlarý double berbat. sýrf þu reklamlarý yüzünden numaramý baþka operatöre taþýyasým var.;2
evet arkadaþlar turkcell þuan çökmüþ durumda.;2
turkcell'de 3 genel müdür yardýmcýsý görevinden ayrýldý;2
turkcell'de 3 istifa daha: ayrýlanlarýn sayýsý 11'e çýktý;2
turkcell bile olmuþ 3 kaðýtçý sen nediyon abiii;2
turkcellhizmet müþteri hizmetleri telefona çýkma zahmetinde bulunmuyor. noluyo turkcell ?;2
su an turkcell cökmüs durumda sistemler devre disi hep;2
sende adam degilmiþsin turkcell. þehir merkezinde internetin sürekli kopmasý nedir lan vicdansýz.;2
birdaha turkcell mi? -asla.;2
size 20 yýldýr dünyalarý ödedim ama siz platinium üyenize 5 tl kazýk atmak için uðraþýyorsunuz yazýklar olsun turkcell tcellplatinum;2
20 yýllýk müþterinizi 40 tl için kaybediyorsunuz. turkcellhizmet turkcell tcellplatinum;2
anlaþamýyoruz turkcell.;2
tam periscope fenomeni olacam, turkcell çekmiyor.;2
turkcell ben ve cevrem dekiler sizin haksiz faturalarinizdan o kadar cok cekti ki, samimiyetinize ,kampanyalariniza inanmiyoruz...;2
turkcell daha rezil bir müþteri hizmeti yok 20 dk dir bekliyorum. anca ücret kesmesini biliyorsunuz.;2
kazýkçý turkcell'den halkçý vodafone'a geçmek istiyorum ama üþeniyorum :( vodafone vodafonetr;2
turkcell beni maðdur ediyor kaan bey kaan_terzioglu;2
superonlinetr almayýn. cidden sakýn almayýn boyle bir hizmetsizlik baþka yerde yok. ciddiyim pisman olursunuz.. turkcell superonline;2
turkcell niye cekmezsinnn;2
ukrayna krizi turkcell bilançosuna yaramadý…;2
turkcell'in abone ve kârý azaldý - siyaset cafe sharethis aracýlýðýyla;2
turkcell kârý resmen eridi;2
yönetim devlete geçince iþler deðiþti: turkcell'de büyük kayýp...;2
turkcell’in net kârý yüzde 60 düþtü;2
1024 mb ne demek çok kötüsün turkcell;2
turkcell'den oldum olasý memnun olamadým. aylarca 250 tl üstünde fatura ödedim, cihaz kampanyasýndan kredi pua...;2
ehadi bizede hizli internet ver neden yavas bu turkcell interneti avea dan geldim pek bir farki yok acikcasi o kadarda...;2
kotu reklam deyince ferhat gocer'li turkcell reklamini tek gecerim.kabus gibiydi resmen;2
turkcell seni hat diye aldýgým güne lanet olsun gerçekten !!;2
aveanin gözünü sevim ya. vodafon muþ turkcell mýþ beþ para etmez. eski hattimi kullanmaya devam.;2
fenerbahçe’den turkcell’e kýnama;2
9 yýllýk beraberliðimiz sonuna geldik turkcell al fiberini ... boykot turkcell superonlinetr turkcellhizmet iptal ettiriyorum hattýmý;2
bugünden sonra turkcell düþünsün;2
reklamlar da en hýzlý internet bizde diye baðýrýp, insanlarý kandýrmayýn. tarayýcý da anasayfa bile açýlmýyor turkcell;2
tüketici haklarý ihlalinde marka kurumlar: turkcell samsungturkiye samsung;2
turkcell asla türkcell kullanmam sözleþmenin bitmesine 1 ay kaldý istediðiniz kadar þiþirin faturayý haram olsun fazladan aldýklarýnýz;2
turkcell bu nasýl bi fiyat politikasý, nasýl bir soygun?!!!;2
turkcellhizmet turkcell gnctrkcll uðraþmak zor geliyor diye 1 saatir 10 tane adamýnýzla konuþtum! hizmet alamayacaksak niye para ödüyoruz;2
mesajým da gitmemis ah su turkcell yok mu !!;2
"yatakta saða dönünce hat çekmiyor. þeytan iþi iþte boþuna demeyor yaþlýlar ""cin iþi"" diye. o deðil de her gece sövüyorum turkcell";2
neden çekmeyen turkcell yaptýnýz;2
turkcell kullanmayýn soyguna ortak olmayýn, güya teknoloji þirketi size int kotanýz 50-100 mb kala haber veremezmiþ, faturadan geçirecek !;2
turkcell lütfen daha dün geçtim turkcell'e piþman etmeyin çekmiyor. ne internet nede arama !;2
turkcell geber lanet olasý canýn cehenneme;2
o kadar sikayet ettim ama acibademin gobeginde turkcell cekmiyor!!pess!! bundan sonra avea;2
turkcell göstermiþ olduðunuz ilgiden dolayý diðer oprt. den birine taþýmak için baþvurmuþ bulunuyorum.;2
türkiye'nin en iyi en kaliteli gsm þirketini nasýl bu kadar rezil bir hale getirebildiniz turkcellhizmet turkcell;2
tüm mahallenin turkcell yüzünden interneti yok;2
bizde kaç yýllýk turkcell hattýmýzý vodafona taþýdýk ama.. neyse seneye inþ;2
mustafatalay07 öðrenci halinle turkcell kullanýyosan beter ol dayý;2
burdan turkcell e de sesleniyorum . yolladýðýnýz faturayý ev halký görünce beni toki den taksitli ev almýþ zannedecek zalýmlar.;2
wifi ile swarm'a,facebook'a,twitter'a baðlanabiliyorken,mobil veri ile baðlanamýyorsam bunlar hep turkcell'in oyunu;2
hiç bir oparetör dürüst deðil turkcell faturama internet paketimi aþmýþým diye 13 tl kitledi sözde otamatik duracakdý sahtekarlar.;2
ek olarak baþka internet paketim varken ikisinin arasýnda geçiþte neden liralarýmý yedin hain turkcell;2
hat kazýðý eþittir turkcell;2
þimdi sen 48 saat sonra 300 mb kaldýðýný mi söylüyorsun turkcell!!??!!;2
turkcell ýþýk hýzýnda fiber interneti gün boyu 2 dakika arayla kestiler. ýþýk hýzýndaymýþ! müþteri memnuniyeti sýfýr haberiniz olsun.;2
ulan o kadar para ödüyorum turkcell internet için karþýlýðýnda internet diye biþey yok bide üstüne müþteri temsilcisi bana baðýrmaya kalkýyo;2
allah belanýzý versin turkcell;2
turkcell abonelerine skandal mesaj;2
bu turkcell kesinlikle sapýk! 29 dakika da baðlantý ayarý yaptýk 2.kez.tabi olduysa.her ay verdiðim 250tl kusur fatura haram olsun.;2
beni gercekten cildirtiyosun turkcell;2
burock35 turkcell yapti... arada gidip geliyor baglantilarim. sabah yine olmayacak muhtemelen ondan ciddi stok yapiyorum;2
cari açýðý turkcell patlattý;2
evet yarýndan itibaren 12 yýllýk hattýmý,avea'ya taþýyorum bana bu zamana kadar göstermiþ olduðun ilgiden dolayý güle güle turkcell;2
7600 kadar sarý kutu puanýmý turkcell silmiþsiniz küfreder gibi 5000 puan býrakmýþsýnýz.;2
tcellplatinum turkcell kullanicisiyim platinium ve piþmaným kimseye tavsiye etmem bizi 3g ye mahkum ettiler birde ist da telefon cekmiyor;2
turkcell akýllým güvende kampanyasýyla sýnýfta kaldý. 3 haftada telefonu aldýlar 5 gündür ne iþlem yapacaklarýný bildiremediler.;2
turkcell o mesajý neden bana yollamadý ya bir miktar bozuldum açýkçasý;2
turkcell neden 2-6 tarifesi yapmýyorsun? bu kadar cimri olma;2
tamam sýnýrsýz internetim olabilir ama bana niye sahur paketi vermiyonuz?? turkcell;2
3'e bas 5'e bas prensesimi kurtarýyoz lan , bunca yýllýk sabrýmýn sonuna geldik sayýn turkcell.;2
turkcell bu ne yaa!!ben þikayet ediyorum tek çekiyor diye siz düzelticeðinize iyice þebekeyi götürüyorsunuz!!!;2
turkcell de tanýdýðý varsa söylesin de benim telefonu çektriversin hergün bi diþ sinyal kaybedyorm 112 yi ble arayamycam yakýnda çekmiyooo;2
turkcell çekmiyor arkadaþlar inanmayýn;2
turkcell ipone 6 cihazýmýn ekraný kýrýldý türkcell den sigortalattým ne zaman ilgileneceksiniz yüz defa aradým!!;2
ulan turkcell ocaðýma incir aðcý diktin. !!;2
reklam yapmaya gelince her yerde süpersiniz ama icraatta piyasadan silinmiþsiniz haberiniz yok. çekmiyor kardeþim çekmiyooor! turkcell;2
turkcell þu an da 4 çekemiyor.. sürekli olduðu gibi;2
aklý olan turkcell kullanmasýn paranýz cebimizde kalýr turkcellhizmet;2
ben turkcelle gectim diye mi çekmemeye basladin canisi turkcellhizmet turkcell;2
